"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-02","0.00",",,0","0.0",",,0","0.0","T,,0",,,"55",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-03","0.00",",,0","0.0",",,0","0.0","T,,0",,,"39",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-04","0.06",",,0","0.0","T,,0","0.0","T,,0",,,"34",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-05","0.00",",,0","0.0",",,0","0.0","T,,0",,,"35",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-06","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"32",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-07","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"35",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-08","0.00",",,0","0.0",",,0","0.0","T,,0",,,"35",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-09","0.21",",,0","0.0","T,,0","0.0","T,,0",,,"38",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-10","0.00","T,,0","0.0",",,0","0.0","T,,0",,,"39",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-11","0.00",",,0","0.0",",,0","0.0","T,,0",,,"40",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-12","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"38",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-13","0.00",",,0","0.0",",,0","0.0","T,,0",,,"41",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-14","0.11",",,0","0.4",",,0","0.0","T,,0",,,"38",",,0","17",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-15","0.00","T,,0","0.0",",,0","0.0","T,,0",,,"18",",,0","1",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-16","0.00",",,0","0.0",",,0","0.0","T,,0",,,"15",",,0","1",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-17","0.00","T,,0","0.0",",,0","0.0","T,,0",,,"39",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-18","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"39",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-19","0.00",",,0","0.0",",,0","0.0","T,,0",,,"30",",,0","17",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-20","0.00",",,0","0.0",",,0","0.0","T,,0",,,"39",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-21","0.30",",,0","0.0",",,0","0.0","T,,0",,,"36",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-22","0.00",",,0","0.0",",,0","0.0","T,,0",,,"43",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-23","0.08",",,0","0.0",",,0","0.0","T,,0",,,"40",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-24","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"34",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-25","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"26",",,0","19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-26","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"20",",,0","10",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-27","0.00",",,0","0.0",",,0","0.0","T,,0",,,"26",",,0","8",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-28","0.01",",,0","0.1",",,0","0.0","T,,0",,,"36",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-02-29","0.00","T,,0","0.0",",,0","0.0",",,0",,,"32",",,0","19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-01","0.00",",,0","0.0",",,0","0.0",",,0",,,"41",",,0","17",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-02","0.00",",,0","0.0",",,0","0.0",",,0",,,"47",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-03","0.00",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-04","0.75",",,0","0.0",",,0","0.0",",,0",,,"56",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-05","0.06",",,0","0.0","T,,0","0.0","T,,0",,,"44",",,0","17",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-06","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"21",",,0","10",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-07","0.01",",,0","0.1",",,0","0.0","T,,0",,,"18",",,0","10",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-08","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"32",",,0","11",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-09","0.00",",,0","0.0",",,0","0.0",",,0",,,"49",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-10","0.00",",,0","0.0",",,0","0.0",",,0",,,"54",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-11","0.22",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-12","0.63",",,0","0.0",",,0","0.0",",,0",,,"62",",,0","38",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-13","0.04",",,0","0.1",",,0","0.0","T,,0",,,"39",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-14","0.00",",,0","0.0",",,0","0.0",",,0",,,"45",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-15","0.00",",,0","0.0",",,0","0.0",",,0",,,"65",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-16","0.92",",,0","0.0",",,0","0.0",",,0",,,"49",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-17","0.00",",,0","0.0",",,0","0.0",",,0",,,"46",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-18","0.00",",,0","0.0",",,0","0.0",",,0",,,"44",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-19","0.38",",,0","0.0",",,0","0.0",",,0",,,"58",",,0","37",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-20","0.04",",,0","0.0","T,,0","0.0","T,,0",,,"48",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-21","0.00",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-22","0.00",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-23","0.00",",,0","0.0",",,0","0.0",",,0",,,"69",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-24","0.00",",,0","0.0",",,0","0.0",",,0",,,"69",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-25","0.00",",,0","0.0",",,0","0.0",",,0",,,"75",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-26","0.09",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","55",",,0",,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-27","0.00",",,0","0.0",",,0","0.0",",,0",,,"67",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-28","0.00",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","49",",,0",,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-29","0.37",",,0","0.0",",,0","0.0",",,0",,,"69",",,0","30",",,0",,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-30","0.00",",,0","0.0",",,0","0.0",",,0",,,"66",",,0","38",",,0",,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-03-31","0.00",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","44",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-01","0.00","T,,0","0.0",",,0","0.0",",,0",,,"69",",,0","54",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-02","0.00","T,,0","0.0",",,0","0.0",",,0",,,"66",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-03","0.00",",,0","0.0",",,0","0.0",",,0",,,"61",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-04","0.08",",,0","0.0",",,0","0.0",",,0",,,"53",",,0","36",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-05","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"51",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-06","0.27",",,0","3.5",",,0","3.0",",,0",,,"34",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-07","0.00",",,0","0.0",",,0","0.0","T,,0",,,"42",",,0","22",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-08","0.00","T,,0","0.0","T,,0","0.0","T,,0",,,"45",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-09","0.00",",,0","0.0",",,0","0.0",",,0",,,"42",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-10","0.00",",,0","0.0",",,0","0.0",",,0",,,"39",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-11","0.00",",,0","0.0",",,0","0.0",",,0",,,"61",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-12","0.54",",,0","0.0",",,0","0.0",",,0",,,"59",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-13","0.14",",,0","0.1",",,0","0.0","T,,0",,,"35",",,0","20",",,0",,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-14","0.00",",,0","0.0",",,0","0.0",",,0",,,"49",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-15","0.06",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-16","0.78",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-17","0.30",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-18","0.07",",,0","0.0",",,0","0.0",",,0",,,"56",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-19","0.19",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-20","1.24",",,0","0.0",",,0","0.0",",,0",,,"61",",,0","51",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-21","0.55",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","54",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-22","0.05",",,0","0.0",",,0","0.0",",,0",,,"82",",,0","53",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-23","0.04",",,0","0.0",",,0","0.0",",,0",,,"62",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-24","0.00","T,,0","0.0",",,0","0.0",",,0",,,"57",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-25","0.00",",,0","0.0",",,0","0.0",",,0",,,"55",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-26","0.10",",,0","0.0",",,0","0.0",",,0",,,"53",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-27","0.05",",,0","0.0",",,0","0.0",",,0",,,"60",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-28","0.07",",,0","0.0",",,0","0.0",",,0",,,"49",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-29","0.00",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-04-30","0.08",",,0","0.0",",,0","0.0",",,0",,,"70",",,0","45",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-05-01","0.00","T,,0",,,,,,,"62",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-05-02","0.00",",,0",,,,,,,"62",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1920-05-03","0.00",",,0",,,,,,,"59",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,
