STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/4/07,,,,,,0,0,0,,25,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/4/07,,,,,,0,0,0,,17,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/4/07,15.88,,1700,,1700,0,0,0,,14,5,,,260,260,0,,36,38.9,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/5/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/5/07,10.51,,,,1128,0,,,,10,-3,,,270,280,,,16.1,23,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/5/07,,,,,,0,0,0,,12,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/5/07,,,,,,0.01,0.1,0,,10,-3,8,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/5/07,11.63,,1410,,1648,0,0,0,,12,0,,,280,240,0,,17.9,21.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/6/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/6/07,6.71,,,,1457,0.08,,,,13,-3,,,190,180,,,13,15,1,1,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/6/07,,,,,,0,0,0,,12,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/6/07,,,,,,0.08,1,1,,11,-3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/6/07,6.71,,1401,,1400,0.21,3.5,0,,14,0,,,210,210,0,,14.1,16.1,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/7/07,,,,,,0.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/7/07,9.84,,,,2015,0,,,,16,-2,,,260,260,,,17,21.9,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/7/07,,,,,,0.18,,,,18,-1,17,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/7/07,,,,,,0.06,2,3,,17,-2,16,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/7/07,10.51,,2208,,2033,0,0,3,,19,5,,,270,260,0,,21,25.1,,,,,,,,1,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/8/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/8/07,10.29,,,,2313,0,,,,15,-3,,,280,270,,,15,18.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/8/07,,,,,,0,0,,,18,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/8/07,,,,,,0,0,2,,16,-1,16,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/8/07,11.41,,2326,,2245,0,0,2,,18,2,,,280,280,0,,17.9,23.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/9/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/9/07,6.26,,,,2257,0,,,,20,0,,,270,280,,,14.1,15,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/9/07,,,,,,0,0,,,17,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/9/07,,,,,,0,0,2,,20,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/9/07,6.49,,2354,,2353,0,0,2,,21,2,,,280,290,0,,16.1,17.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/10/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/10/07,8.5,,,,1505,0,,,,18,3,,,270,260,,,16.1,21,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/10/07,,,,,,0,0,,,23,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/10/07,,,,,,0,0,2,,19,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/10/07,8.72,,1538,,1555,0,0,2,,19,7,,,250,270,0,,17,17.9,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/11/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/11/07,8.28,,,,1358,0,,,,26,2,,,210,230,,,16.1,18.1,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/11/07,,,,,,0,0,,,20,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/11/07,,,,,,0,0,1,,26,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/11/07,8.28,,1548,,1556,0,0,2,,27,4,,,200,230,0,,17,21,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/12/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/12/07,5.37,,,,653,0,,,,32,20,,,60,190,,,8.9,13,,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/12/07,,,,,,0,0,,,26,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/12/07,,,,,,0,0,1,,34,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/12/07,4.25,,2346,,2345,0,0,1,,34,19,,,70,70,0,,10.1,13,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/13/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/13/07,14.76,,,,2312,0.59,,,,31,16,,,360,360,,,23.9,30,1,1,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/13/07,,,,,,0.27,0,,,35,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/13/07,,,,,,0.65,5,5,,32,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/13/07,10.96,,1504,,1453,0.83,5.9,1,,32,19,,,50,50,0,,17.9,23.9,1,,,1,,1,,1,,,,,,1,1,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/14/07,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/14/07,16.55,,,,754,0.01,,,,19,3,,,350,340,,,29.1,36,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/14/07,,,,,,0.81,0,,,30,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/14/07,,,,,,0.42,1.2,7,,32,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/14/07,12.53,,1353,,759,0.02,0.3,4,,20,9,,,360,330,0,,19.9,25.1,,,,1,,,,1,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/15/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/15/07,8.5,,,,1436,0,,,,18,-6,,,280,280,,,18.1,23,,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/15/07,,,,,,0,0,,,30,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/15/07,,,,,,0,0.2,7,,32,-11,17,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/15/07,6.71,,1500,,1459,0,0,4,,19,-1,,,260,260,0,,16.1,17.9,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/16/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/16/07,10.29,,,,1658,0,,,,15,-3,,,210,210,,,17,21,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/16/07,,,,,,0,0,7,,17,-1,16,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/16/07,7.83,,1737,,1542,0,0,4,,17,-2,,,220,240,0,,15,17.9,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/17/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/17/07,9.17,,,,2326,0.04,,,,28,13,,,300,300,,,15,18.1,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/17/07,,,,,,0,0,,,19,-2,16,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/17/07,,,,,,0.11,1.7,7,,28,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/17/07,6.93,,1753,,2327,0.14,2.2,4,,29,12,,,280,300,0,,14.1,15,1,1,,,,,,1,,,1,,,,,1,,,1
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/18/07,,,,,,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/18/07,12.53,,,,1444,0,,,,23,7,,,310,310,,,23,25.9,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/18/07,,,,,,0.11,,,,28,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/18/07,,,,,,0.02,0.4,7,,27,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/18/07,12.3,,1708,,1746,0.02,0.4,6,,25,13,,,280,280,0,,21,23,,,,,,,,1,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/19/07,,,,,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/19/07,12.08,,,,1759,0,,,,41,7,,,190,180,,,21,25.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/19/07,,,,,,0,0,,,25,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/19/07,,,,,,0,0,7,,40,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/19/07,10.51,,1350,,2221,0,0,6,,43,6,,,190,220,0,,19.9,23,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/20/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/20/07,8.5,,,,130,0.14,,,,44,32,,,210,210,,,18.1,23,1,1,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/20/07,,,,,,0,0,,,44,25,44,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/20/07,,,,,,0.1,0,6,,47,39,40,,,,,,,,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/20/07,7.83,,1332,,1323,0.19,0,4,,45,33,,,210,210,0,,13,16.1,1,1,,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/21/07,,,,,,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/21/07,2.46,,,,2355,0,,,,38,24,,,190,210,,,10.1,12.1,1,1,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/21/07,,,,,,0.22,0,,,46,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/21/07,,,,,,0.07,0,5,,40,26,37,,,,,,,,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/21/07,1.12,,2359,,1951,0,0,2,,35,29,,,200,150,0,,6.9,13,1,1,,,,,,,,,1,,,,,,,,1
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/22/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/22/07,15.66,,,,1545,0,,,,37,28,,,290,300,,,31.1,38,1,1,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/22/07,,,,,,0,0,0,,36,30,36,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/22/07,,,,,,0,0,5,,37,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/22/07,16.11,,1518,,1525,0,0,2,,39,30,,,280,290,0,,30,36.9,1,1,,,,,,,,,1,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/23/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/23/07,9.4,,,,203,0,,,,28,18,,,320,320,,,17,21.9,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/23/07,,,,,,0,0,0,,38,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/23/07,,,,,,0,0,4,,34,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/23/07,8.95,,218,,218,0,0,1,,30,20,,,330,330,0,,21,25.9,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/24/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/24/07,9.84,,,,2335,0.11,,,,32,16,,,130,120,,,16.1,19.9,1,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/24/07,,,,,,0,0,0,,36,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/24/07,,,,,,0,0,3,,34,14,32,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/24/07,8.5,,859,,2357,0.17,0,1,,33,17,,,80,120,0,,16.1,17.9,1,,,1,,1,,,,,,,,1,1,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/25/07,,,,,,0.53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/25/07,12.53,,,,528,0.37,,,,49,30,,,140,140,,,23.9,33.1,1,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/25/07,,,,,,0.63,0,0,,38,17,38,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/25/07,,,,,,0.49,0.1,2,,49,30,46,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/25/07,12.3,,632,,537,0.43,0,1,,53,32,,,120,120,0,,28,34.9,1,,,,,1,,,,,1,,,1,1,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/26/07,,,,,,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/26/07,7.61,,,,1351,0,,,,36,30,,,220,240,,,17,21,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/26/07,,,,,,0.05,0,0,,51,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/26/07,,,,,,0.01,0,2,,46,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/26/07,8.5,,1149,,1154,0,0,0,,37,33,,,220,230,0,,19.9,21.9,,,,,,,,,,,,,,,,1,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/27/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/27/07,6.93,,,,1313,0,,,,35,26,,,260,270,,,14.1,16.1,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/27/07,,,,,,0,0,0,,36,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/27/07,,,,,,0,0,2,,35,29,34,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/27/07,7.61,,1442,,1440,0,0,0,,36,30,,,270,270,0,,14.1,16.1,,,,,,,,1,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,2/28/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,2/28/07,4.92,,,,2304,0,,,,41,21,,,90,90,,,14.1,17,1,,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,2/28/07,,,,,,0,0,0,,37,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,2/28/07,,,,,,0,0,2,,41,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,2/28/07,5.59,,2322,,2321,0,0,0,,43,23,,,90,90,0,,15,17.9,1,,,,,,,1,,,1,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/1/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/1/07,11.63,,,,1711,0.96,,,,50,36,,,160,160,,,23,30,1,,1,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/1/07,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/1/07,,,,,,0.27,0,0,,50,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/1/07,12.75,,1554,,1553,1.1,0,0,,52,37,,,160,150,0,,25.1,31.1,1,,1,,,,,,,,1,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/2/07,,,,,,1.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/2/07,18.79,,,,1456,0,,,,50,31,,,240,230,,,36,47,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/2/07,,,,0.95,,,0,0,,52,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/2/07,,,,,,0.84,0,0,,51,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/2/07,18.57,,1354,,57,0,0,0,,53,36,,,230,250,0,,38,51.9,,,,,,,,,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,3/3/07,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,3/3/07,13.42,,,,1713,0,,,,36,25,,,270,280,,,25.1,31.1,1,1,,,,,,1,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,3/3/07,,,,,,0,0,0,,52,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,3/3/07,,,,,,0.03,0,0,,51,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,3/3/07,14.99,,1748,,1748,0.06,0.8,0,,36,26,,,260,260,0,,29.1,33.1,1,,,,,,,,,,1,,,,,1,,,1
